comment_id,text,class_label
35132595-1f727a41-a5d8-4e45-bb7d-3dd96f56a3c2,"ในกระทู้ที่คุณ จขกท ตั้งประเด็นถาม ผมขอเสริมคห. 1,4,5  ลักษณะหนึ่งของคนที่ประสบความสำเร็จในการเข้าสังคมหรือสร้างความสัมพันธ์กับผู้อื่น คือเป็นผู้ฟังที่ดีครับ ถ้าชอบอ่านหนังสืออยากแนะนำเรื่อง Just listen ของ ดร.มาร์ค มีแปลเป็นไทยแล้วด้วย

ข้อสรุปหลักๆ จากหนังสือผสมกับประสบการณ์ตัวผมเองก็คือ สัญชาตญาณมนุษย์เรานึกถึงตนเองและอยากได้รับการยอมรับครับ ทักษะในการสวมความคิดผู้อื่น เป็นผู้ฟังที่ดี พยายามทำความเข้าใจอีกฝ่ายจากมุมมองของเขา ไม่ตัดสินคนจากมุมมองของตัวเอง ไม่ผูกขาดการสนทนา เป็นคุณสมบัติที่ทำให้คนอยากพูดคุยอยากสนทนาด้วยครับ

ตัวอย่างจากบริษัทที่ผมทำงาน เซลล์คนที่เก่งที่สุดระดับตำนานยังไม่เคยมีใครโค่นสถิติยอดขายได้ ไม่ใช่คนพูดเก่งพูดจ้อเลยครับ แต่เป็นคนที่จับประเด็นเป็น เข้าใจปัญหาของลูกค้า พยายามเข้าไปนั่งในใจลูกค้า เข้าใจว่าลูกค้ามีปัญหาอะไรและพยายามแก้ให้ ฟังลูกค้าเยอะ เป็นคนพูดน้อยมากแต่ครองใจลูกค้าได้ดีจนมีลูกค้าประจำถามหาเสมอ ผมสังเกตประโยคที่เขาใช้บ่อยๆ เวลาดีลงานเช่น

""ผมเข้าใจความรู้สึกพี่ ถ้าเป็นผมก็คงไม่พอใจเหมือนกัน""

""ลองเล่าปัญหาของคุณให้ละเอียดกว่านี้ได้ไหมครับ ระบายกับผมก็ได้ เผื่อผมจะนำไปเสนอผู้บริหารเพื่อนำไปแก้ไข""

(ลูกค้าอวดรูปไปเที่ยวต่างประเทศกับครอบครัว) ""ดีจังเลยนะครับได้ไปเที่ยวต่างประเทศพร้อมหน้าพร้อมตากันทั้งบ้านเลย แล้วนี่ไปแวะที่ไหนกันบ้างครับ คนไหนคนเล็กคนโตครับเนี่ย เล่าให้ผมฟังบ้างสิครับ""

ส่วนคำถามของคุณที่เจาะลึกว่าคนกลุ่มนี้ทำได้ยังไง มันมีทั้งคนที่เป็นด้วยนิสัย open minded เปิดกว้างกับคนอื่นในกมลสัน-ดาน กับคนที่ได้เรียนหรือฝึกวิธีการพูดการวางตัวเพื่อเข้าสังคม แต่จะแบบไหนก็เป็นลักษณะที่ให้คุณประโยชน์ทั้งนั้นครับ คนพวกนี้จะมีทักษะสังคมติดตัว ไม่ว่าจะเอาตัวเองไปอยู่ในสภาพแวดล้อมใด ไม่นานก็จะหาพื้นที่ของตัวเอง มีพวกพรรคสนับสนุนได้ไม่ยากเลย",NEU
40806381-0,"เราทำงาน เราโดนลดเงินเดือน และเราโดนให้ออกโดยที่เราไม่ได้เงินชดเชยอะไรเลย
สุดท้ายมาประมูลร้านในโรงเรียน และโรงเรียนไม่เปิด ตอนนี้คือแย่มาก บัตรเครดิตก็โทรมาทวงสุดท้ายบัญชีดำเนื่องจากไม่มีเงินจ่าย

มาวันนี้เรารู้เลยว่าเราควรเป็นข้าราชการเพราะมันดีมาก
WFH ได้เงินเต็ม และ สามารถกู้เงินได้เพื่อ WFH เป็นแสน คือเกิดอะไรขึ้น!!!

เราไม่ได้จะกู้เงินหรอกนะ แต่เราแค่คิดว่ามีแบบนี้ด้วย ดีจริง

อะไรเกิดขึ้นกับประเทศไทย หรือมันเป็นแบบนี้มานานแล้ว",NEG
40806381-1cf0ef1e-07bc-44eb-a848-0bd91ea7b28a,"มันแล้วแต่ยุค
คุณเห็นตอนนี้ เพราะมันมีวิกฤติ
แต่ยุคนึง เขาถึงกับพูดว่า ข้าราชการคือคนจนรุ่นใหม่
เอกชนเขาอยู่ได้เพราะผลกำไร โควิดมากระทบกับเศรษฐกิจเต็มๆ ก็ไม่แปลกที่จะโดนลดเงินเดือน
แต่ข้าราชการเขาไม่ได้อยู่ได้ด้วยผลกำไร ก็เลยไม่มีอะไรกระทบเขา",NEU
40806381-06c3964a-997e-42a1-96d3-eb0150debe7a,ดีแล้ว ทำไมไม่มาเป็น ข้าราชการ ตั้งแต่แรก,NEU
40806381-39511f23-fa1f-47c1-b5cd-dde084b74d4a,"High risk, High return

Professional Free lance > พนักงานเอกชน > ข้าราชการ

Votality ของรายได้ ก็ตามนั้น",NEU
40806381-bca8dc48-1e81-4ddc-9476-45c684c5cfe7,ข้าราชการรุ่นผมเงินเดือน 4020 บาท..กว่าจะได้ขับรถยนต์มือสอง ตอนอายุ 40 ปี..เพื่อนๆทำเอกชน กับรัฐวิสาหกิจ เขาเปลี่ยนรถใหม่ คันที่ 3 กันแล้ว...น้ำซึมบ่อทราย ไปเรื่อยๆ...ไม่รวย แต่ไม่อดอยาก อยู่แบบเจียมตัว,NEU
40806381-93125ea0-5eaf-4d8f-a82a-6846204987a2,"คือมันก็แลกกันป่ะ
ตอนเศรษฐกิจดี ๆ รุ่ง ๆ
เอกชนจ่ายเงินเดือนเท่าไหร่ โบนัสเท่าไหร่ กำไรเท่าไหร่
แต่ข้าราชการได้เท่าเดิมทุกกรณี
หวังรอเกษียณไปกินบำนาญ แต่ถ้าตายก่อนก็ อด",NEU
40806381-28f30494-5b0c-424b-a70d-73d4156f22e7,"ไม่น่าอิจฉาหรอกครับ
ที่(ดูเหมือน)น่าอิจฉาเพราะตอนนี้อยู่ในภาวะไม่ปกติ
ถ้าเป็นสภาวะเศรษฐกิจปกติจะพบว่า ข้าราชการกว่าจะได้เงินเดือนเยอะๆก็ 50-60 ซึ่งแก่หง่อมเต็มที สุขภาพกาย+จิต ก็อยู่งั้นๆ
แล้วใช่ว่าเงินจะเหลือใช้นะ หนี้สหกรณ์ หนี้ผ่อนบ้านบานเบอะ จนกเษียณแล้วยังใช้หนี้ไม่หมด โดนหักเงินบำนาญใช้หนี้ไปเรื่อยๆ
ดีที่มั่นคง แต่กว่าจะไปถึงจุดที่อยู่ตัวได้ก็ใกล้กเษียณนู่น ระหว่างทางมีกับระเบิดไม่น้อย แต่คนภายนอกอาจจะรับรู้แค่ส่วนดี

ถ้าอยู่เอกชนบริษัทใหญ่ๆ มั่นคงหน่อย ตั้งแต่เรียนจบใหม่ ขยัยทำงาน คุณอาจสามารถผ่อนบ้าน รถ มีครบทุกอย่างได้ตั้งแต่อายุ 35-40
มีเงินเหลือไปเล่นหุ้น ซื้อกองทุนอีกเยอะ",NEU
40806381-8a4b58fa-95f1-4ff0-89cd-f50343148ee0,"แล้วที่ผ่านมาทำไมคุณไม่สอบราชการละครับ มีสิทธิสมัครสอบทุกคนนะ

ตอนเศรษฐกิจดีคุณไม่เคยมองราชการเพราะเงินเดือนน้อย ดีไม่ดี รายได้จากขายของในโรงเรียนใหญ่ 1 เดือน พอๆ กับเงินเดือนราชการนั่งทำงานถึง 6-10 เดือน ด้วยซ้ำ จริงไหม

นั้นแหละ ที่เขาเรียกว่าความมั่นคง ไม่ใช่ความร่ำรวย

ตอนเศรษฐกิจดี ราชการประหยัดเงิน ไม่เคยมอง

พอเศรษฐกิจแย่ มาบอกว่าราชการน่าอิจฉา

มันยุติธรรมไหม?

สุดท้ายคุณก็แค่เคลียดหาทางออกไม่เจอ เลยอยากหาอะไรเหยียบ เพื่อจะได้ปลอบใจตัวเองว่าฉันพยายามเต็มที่แล้วแต่มันก็ยังเป็นแบบนี้ ใช่ไหม?
แก้ไขข้อความเมื่อ 28 มิถุนายน เวลา 13:20 น.",NEU
40806381-2a801644-fcec-417a-938b-66ec609ffe4d,"ตอนเศรษฐกิจดีก็ดูถูกข้าราชการกันนิ รายได้น้อยเป็น Youtuber เป็น Freelance มีอิสระภาพทางการเงินดีกว่าเยอะ

ข้าราชการกว่าจะมั่นคงนานมาก เพราะเงินเดือนสตาร์ทน้อย",NEU
40806381-8bef2f67-0562-4e71-9c83-caad249bb35e,ผมทำงานพรัอมพี่สาวที่รับราชการ เงินเดือนผมแซงไปลิ่ว โบนัสก็มากกว่าบานเบอะ สวัสดิการเฉพาะตัวไม่ได้ยิ่งหย่อนกว่ากัน แต่นั้นคือช่วงเวลาที่ทำงาน ถ้าเกษียณแล้วพี่สาวผมก็ยังมีบำนาญ มีสวัสดิการรักษาพยาบาล แต่ผมเออรี่แล้วทุกอย่างจบ ถึงแม้อยู่จนเกษียณก็จบเหมือนกัน มันก็ดีและมั่นคงกันคนละช่วงเวลา ข้าราชการผู้น้อยกว่าจะสร้างเนื้อสร้างตัวได้เลือดตาแทบกระเด็น เป็นหนี้เป็นสินมากมาย เอกชนเงินเดือนจะขึ้นเร็วกว่า มีโบนัสมากกว่า วางแผนดีก็มั่นคงได้เร็วกว่า,NEU
40806381-e13f05c7-5726-4b64-b21d-aaf5db152825,จขกท ไปถามพวกตั้งกระทู้อยากลาออกจากราชการดูซิครับ,NEU
40919117-0,ของเราคงเป็นการที่ได้อยู่กับครอบครัวแบบพร้อมหน้า พร้อมตากันค่ะ กลับบ้านมาเจอหน้าพ่อแม่และน้องสาว และเห็นว่าพวกเค้ายังแข็งแรงดี ทำงานเสริมเล็กๆน้อยๆตามกำลัง ตอนนี้รับหน้าที่เป็นเสาหลักของครอบครัวเลยแต่ก็รู้สึกแฮปปี้ที่ยังพอจะช่วยเหลือครอบครัวได้ และมีกำลังใจในการทำงานในทุกวันค่ะ ภาวนาให้สถานการณ์มันดีขึ้น อยากทำอะไรหลายๆอย่างที่ฝันเอาไว้ให้สำเร็จซักที เฮ้อ,NEU
40919117-6f1b24a3-0bcd-402e-948c-88e731826ef7,"ยังมีลูกค้าเข้ามาหา  50%

ยังไม่เป็นโควิท

ยังมีเพื่อนใก้ลร้านมาเปิดร้านด้วยกัน

ยังมีคนตั้งกระทู้คุยกัน

แก้ไขข้อความเมื่อ 18 สิงหาคม 2564 เวลา 18:04 น.",NEU
40919117-7844e2d6-2856-43a3-8845-08207ba1437b,"ยังมีงานให้ทำ และค่อนข้างยุ่ง เพราะทำงานโรงพยาบาล ถึงตัวผมจะไม่ได้เป็นด่านหน้าโดยตรง แต่ก็ต้องให้บริการคนไข้ในห้องเดียวกับหมอ ถ้าเป็นเคสโควิดก็ต้องใช้การคุยทางโทรศัพท์เอา

แล้วก็เวลาดูละคร ดูหนังอะไรเก่า ๆ เมื่อหลายปีก่อน มันก็ทำให้มีความสุขได้นะ คือได้เห็นว่าสถานการณ์บ้านเมืองตอนนั้นมันมีความสุข (อย่างน้อยก็มากกว่าตอนนี้) ไม่มีความขัดแย้งรุนแรง ไม่มีโรคระบาด ดูแล้วก็เพลิน ๆ ดี เนื้อเรื่องบางเรื่องก็สนุกด้วย

แต่ที่สำคัญที่สุดสำหรับผมตอนนี้คือการท่องเที่ยว ผมเที่ยวทิพย์ครบ 77 จังหวัดแล้ว ไม่ใช่อะไรหรอก คือหาที่เที่ยว วางแผนเที่ยวหลังโควิด ถึงหลายคนจะหมดหวัง อยู่แบบไม่มีความหวัง เพราะตัวเลขผู้ติดเชื้อยังสูง การแก้ไขปัญหาของคนที่มีส่วนเกี่ยวข้องก็ยังไม่ค่อยดี แต่จะช้าหรือเร็ว ผมเชื่อว่าสักวันมันก็ต้องดีขึ้น ไม่มีอะไรที่อยู่ตลอดไป",NEU
40919117-d5353854-cabe-4095-975c-d842fd3decb8,ได้ดูแลแม่ครับ ยิ้มทุกครั้งที่เห็นแม่มีความสุข,POS
40919117-9b16dc6a-978c-45f7-81db-e4b3a9362603,"ยังมีงานให้ทำค่ะ นี่คือสิ่งที่เราให้ความสำคัญที่สุดในทุกสถานการณ์

งานคือเงิน เงินคือสิ่งที่หล่อเลี้ยงเรา พ่อแม่",NEU
40919117-6760889f-c85c-436c-a66a-f707ffe28a6d,"พยายามหาความสุขที่ไม่ต้องพึ่งพาคนอื่น
เพราะคนยิ่งเยอะ โอกาสยิ่งหายาก
ต้องพร้อมหน้าพร้อมตา

แค่ไปเดินออกกำลังกายคนเดียว
ปลูกต้นไม้ ทำสวนคนเดียว ก็สุขแล้ว",NEU
40919117-293159b4-db9e-495d-86ba-101d8fbc5881,เรื่องราวของเธอคงรับ ที่ยังพอทำให้ผมยิ้มได้,POS
40919117-a891576e-183a-4a24-a2cd-c8055b775607,ยังมีงานทำ พ่อแม่ปลอดภัย สุขภาพดี การได้เล่นกับหมาที่บ้าน หมาที่บ้านขี้อ้อน เรียกปุ๊ปมาปั๊ป เวลามันเบื่อ ๆ เห็นเรานอนเล่นก็จะมามุดตัวให้อยู่ในอ้อมแขนเรา,POS
40919117-45579f76-37c6-42c3-a951-a1ff8c75b673,คำถามคล้ายกับที่ทีมงานพันทิปตั้งขึ้นมา ถ้าจขกท.กับ คนที่มาแสดงความเห็นในกระทู้นี้ไปตอบกระทู้นู้น  อาจมีสิทธิ์ได้ของรางวัลนะคะ แต่ต้องโพสต์รูปด้วย,NEU
40919117-cb8d74e1-baaa-4cde-b526-b49e91dc4196,"มีงานทำปกติค่ะ และ ได้เห็นภาพการช่วยเหลือ,การแบ่งปัน ในยุคโควิด",NEU
40919117-5c34e7c9-b59b-4000-b1b6-4a202c76b04a,"ผู้ชายค่ะ
แหะ",NEU
40989499-0,"แค่จะมาบ่น 
เราทำงานในหน่วยงานราชการ หัวหน้าเราไม่ชอบชงกาแฟเอง แถมมาบอกว่าให้เราชงให้เหมือนมันเป็นหน้าที่ ถึงแม้จะไม่ใช่หน้าที่ งงป่ะ จะกินทำไมไม่ชงเองหาเอง แขนขาครบ 

ยิ่งกว่าคือซื้อข้าวซื้อน้ำให้กินกลางวัน แกะถุงแกงให้ ล้างจานล้างแก้ว 

เราเคยไม่ล้างแต่มดก็ขึ้น ทนไม่ได้จริงๆ มันสกปรก !!

ทำทุกอย่างจริงๆ เหลืออย่างเดียวเคี้ยวข้าวให้  เรื่องข้าวเราไม่ติดนะเพราะเราต้องซื้อของเราอยู่แล้ว แต่กาแฟเราไม่อยากชง ที่ไม่ชอบคือพูดเหมือนว่ามันคือหน้าที่ มันคือการดูแล",NEG
40989499-1cd87b92-5d6b-4121-9812-6d66ad8a4f8a,"อย่าเป็นคนประเภท ยอมหักไม่ยอมงอ ครับ
เรื่องเล็กน้อยพวกนี้ ต่อให้มันไม่ใช่หน้าที่ ทำได้ก็ทำไปครับ
ถ้าคุณดึงดันแบบนี้กับหัวหน้าทุกคน ผ่านไป อีก 10 - 20 ปี
คุณจะกลับมาตั้งกระทู้ว่า ทำไมตั้งใจทำงานมากกว่าเพื่อนร่วมงานคนอื่น
แต่หัวหน้าไม่ช่วยดัน หรือส่งเสริมให้ได้ ชพ. หรือระดับที่สูงขึ้นเลย",NEU
40989499-285c2e6d-20b8-4567-99d5-3221216ecefa,บ้านเราวัฒนธรรมเจ้าขุนมูลนายโดยเฉพาะคนไทยด้วยกันเองมันฝังรากลึกทำให้คนที่ตำแหน่งหน้าที่เป็นหัวหน้าเข้าใจว่าตัวเองมีอำนาจที่จะทำอะไรกับลูกน้องก็ได้ ทั้งใช้งานที่ไม่เกี่ยวกับการทำงาน ดุด่าแรงๆ หรืแม้กระทั่งยุ่งเรื่องส่วนตัว ลองทำงานกับคนต่างชาติดูแทบจะไม่เคยเห็นหัวหน้าคนไทยคนไหนสั่งฝรั่งหรือคนต่างชาติไปชงกาแฟให้ ทีนี้คุณมี2ทางเลือกคือ 1.ไปหาองค์กรที่เค้ามีวัฒนธรรมเป็นสากลเหมาะกับตัวเรา 2.ถ้าเราเลือกงานไม่ได้ให้มองว่าการใช้งานแบบนี้เป็นการแสดงความอารีย์อารอบถ้าหัวหน้าเป็นคนปกติที่ไม่ได้แย่หรือเห็นแก่ตัวมากๆ จะมากจะน้อยเค้าจะเอ็นดูตามแบบฉบับความไทยๆ มันจะมีแต้มต่อนิดนึงเมื่อเทียบกันคนอื่นๆ(เว้นแต่เจอหัวหน้ากากๆ จิกหัวใช้เพราะบ้าอำนาจมีแต่พระเดชไม่มีพระคุณ อันนี้ซวยค่ะ),NEU
40989499-ad6d7656-978f-4043-b9ec-d0c9a606c7e2,"เข้าใจบริบทนะคะ เราอาจจะแข็งเกินไปจริงๆ
แต่ส่วนตัวมองว่ามันควรเปลี่ยนได้แล้วไหมคะ เราก็มาทำงานแลกเงินเหมือนกัน หัวหน้าเราคือดูซีรีย์ทั้งวัน เขาไม่ได้ยุ่งเลย เราทำงานในห้องหมดทุกอย่าง เขาเซ็นต์อย่างเดียวจริงๆ

เราถามเพื่อนคนอื่นๆ ที่ทำงานราชการเหมือนกัน ก็ยังไม่เคยได้ยินจากปากเพื่อนว่าต้องทำนู่นทำนี่ให้

ที่มาตั้งกท. คือต้องการมาบ่นค่ะ แล้วก็อยากฟังความคิดเห็นของเพื่อนๆใน พันทิปด้วยว่าคิดอย่างไร",NEU
40989499-c435cfbc-293b-47d2-af4e-8a75d5869b3e,"สมัยทำงานใหม่ๆ ก็เจอค่ะ บริษัทมหาชนนะคะ ซื้อข้าวแกะใส่จานไปวางให้นาย ชงกาแฟ เก็บโต๊ะ ส่งเสื้อซักแห้ง บลาๆ แต่เราไม่คิดอะไรมาก ถือว่านายเขาสอนงานให้ความรู้ พาไปกินข้าวแกก็เลี้ยงเสมอ

ของแบบนี้อยู่ที่ทั้งผู้ให้และผู้รับค่ะ หากสบายใจจงทำ ถ้าไม่สบายใจก็ต้องเลือกว่าจะพูดออกไปไหม และผลกระทบเป็นอย่างไร ทุกทางเลือกมีผลดีผลเสียของมัน

(ถ้ายังตัดสินใจไม่ได้ ฝึกชงให้ไม่อร่อยค่ะ แบบน้ำเยอะ กร่อยๆ น้ำไม่ร้อน คนกินกาแฟจะหงุดหงิดมาก)",NEU
40989499-49cf4ca9-6377-4312-862f-0d2586c48667,"ส่วนมากจะเป็นเลขา,เด็ก,แม่บ้าน, จนท. หน้าห้อง ทำให้นายนะคะ

แล้วคุณไปหลวมตัวทำครั้งแรกได้อย่างไร? จึงกลายเป็น หน้าที่โดยปริยาย? จนคนอื่นคงรับรู้ว่าเป็นหน้าที่อีกอย่างของคุณแล้วรวมกับจัดหาอาหารกลางวันด้วย

ย้ายแผนกคงจะพ้นค่ะ",NEU
40989499-0968e3ae-ef96-4b7c-a3e4-41999a5b576e,อยู่ในแวดวงนี้เหมือนกันแต่เราไม่ทำค่ะ ไม่สนด้วย,NEU
40989499-4541659b-b3ea-4288-a76c-67d24e4e6309,ชงกาแฟนี่งานเอกชนก็มีเยอะแยะครับ   และอย่างญี่ปุ่นนี่พนักงานหญิงกับหน้าที่ชงกาแฟคือหนีไม่พ้นเลย,NEU
40989499-8c97cbed-91d7-415d-b9d7-3fce8590bf83,"บ้าป่าว จะเติบโตในระบบราชการ ต้องชงกาแฟให้นาย
ไม่เอาด้วยคนหรอกแบบนี้",NEU
40989499-839e99eb-69cf-4694-82a8-e36d16480df4,"เพื่อนผม เจ้าของบริษัท ชอบชงกาแฟให้น้องในทีมกิน 5555

บอกสนุกกก แต่ล้างกันเองนะ (ใช้เครื่องทำ)",NEU
40989499-559c1154-b92e-4583-9c8a-250787bbf797,"บางที่วัฒนธรรมองค์กรมักจะเป็นแบบยิ่งมีอำนาจสูง ยิ่งทำตัวพิการ

ทำนั่นนี่เองไม่ได้ ชงกาแฟเองไม่ได้ เทช้าวใสจานเองไม่ได้ กินเสร็จแล้วเก็บเองไม่ได้

ทั้ง ๆ ที่เค้าก็ไม่ได้มีงานยุ่งอะไรมาก เพราะคิดว่าถ้างานยุ่งมาก ก็น่าจะไม่มีเวลากินไปเลย

ก็อ่ะนะ แบ่งชนชั้น กดขี่ลูกน้อง ยังอยู่คู่สังคมไทยไม่เปลี่ยนแปลง",NEG
40913164-0,"ตอนวัยรุ่นเราไม่อยากทำงานหลังเกษียณ แต่ตอนนี้ความคิดเปลี่ยน ถ้าไม่ทำคงจะเบื่อแน่ๆ 
เราคงจะเปิดร้านขนมเล็กๆ หาเวลาว่างไปเที่ยวค่ะ 
แล้วของเพื่อนๆวางแผนไว้ยังไงกันบ้างคะ",NEU
40913164-c68931df-2681-4de6-86bd-9b82fa294b13,คนแถวบ้านสองคนเป็นตำรวจ   คนหนึ่งเกษียณแล้วอีกคนหนึ่งยังทำงานอยู่   วันหนึ่งคนที่ทำงานอยู่พลาดหวังกับการเลื่อนตำแหน่งเลยมาปรึกษาคนที่เกษียณแล้วว่าจะลาออกไปเลย   คนที่เกษียณแล้วห้ามทันทีบอกอย่าลาออก   ถ้าคุณลาออกมานี่สิ่งที่คุณจะทำเต็มที่เลยคือนอน นอน นอน   นอนทั้งวันราวกับว่าชดเชยจากที่เคยต้องอดนอนในช่วงทำงานมาตลอด   แต่พอผ่านไปซัก 3 เดือนนี่ร่างกายคุณจะเหมือนกับได้นอนจนพอแล้วและไม่ค่อยอยากนอนอีก   จากนั้นแหละคุณจะเริ่มเบื่อหน่าย,NEU
40913164-99d668c3-22af-4ec4-8418-d2d718735508,เลี้ยงหลาน เล่นเกมส์  อ่านการ์ตูนไปวันๆ,NEU
40913164-fe157039-8872-466a-9f8b-3112204c7d99,ตื่นเช้าไปเดิน-วิ่ง  ออกกำลังกาย    สาย  ๆ  จิบกาแฟดูข่าว  บ่ายนอนพักผ่อน  เย็นเดินเล่นรดน้ำต้นไม้  ดึกกินเบียร์เชียร์บอล,NEU
40913164-180e6315-453f-49ce-90ac-d885bf436634,"ถูกต้องครับ จะเบื่อและรู้สึกไม่มีคุณค่า ผมยังไม่เกษียณเต็มตัว แต่ธุรกิจมันนิ่ง ๆ วัน ๆ ก็แทบไม่ต้องทำอะไร รู้สึกเลยว่าอยู่แบบนี้ไม่ไหวจริง ๆ คนเราต้องการทำสิ่งต่าง ๆ ตลอดเวลา เพียงขอให้เป็นสิ่งที่รัก

ของผมอยากทำมูลนิธิการกุศลครับ แล้วก็เดินทางไปทำกิจกรรมที่เกี่ยวข้อง ก็ทั้งท่องเที่ยว และทำกุศลไปพร้อมกัน และอยากมี",NEU
40913164-3d56fcf9-2dc0-4928-ab1d-69023e8de9d4,"เช้า วิ่ง
สาย ไปทำงานการกุศล/ทำบุญ
บ่าย ไปคอนโด ว่ายน้ำ/งีบ
เย็น กลับบ้าน  เล่นกับหมา
ไปตปท. สองเดือน/ครั้ง",NEU
40913164-c0ebd957-0613-4d09-bf50-baf97c578031,อย่ารีบวางแผนเยอะค่ะ เพราะกว่าจะเกษียณอีกหลายปี ดูก่อนว่าช่วงวัยทำงาน ใช้ร่างกายอย่างไร สมบุกสมบันหรือถนอมดูแลตัวเองดีตลอดมา ถ้าไปนั่งดูคนไข้ที่มารอตรวจรักษา วัยหลังเกษียณเยอะค่ะ เพื่อนๆวัยเกษียณพอพ้นงานมา บางคนรับบำนาญไม่ถึงปี ก็ค่อยๆล้มหายไปทีละคนๆ ชีวิตหลังเกษียณควรพักผ่อน ดูแลสุขภาพให้แข็งแรงเพื่อไม่เป็นภาระใคร,NEU
40913164-4e0cdd53-6d45-442b-8a48-b8226ad7fc05,ผมจะไปเช่าบ้านอยู่ตามจังหวัดต่าง ๆ ที่ละเดือนสองเดือน เลือกโฮสต์ที่ใจดี ค่าเช่าบ้านน่าจะเดือนละหมื่น ที่ไหนชอบมากปีต่อไปก็ไปอีก ปีนึงก็ย้ายถิ่นไปสักห้าหกเดือนช่วง low season  หรือไม่ก็แลกบ้านกันอยู่ระหว่างโฮสต์ด้วยกันปีละหนึ่งเดือน ไปอยู่จังหวัดไหนก็หาร้านอะไรสักอย่างไปนั่งตามมุมเงียบ ๆ  แล้วดูผู้คนพูดคุยกันทำกิจกรรมกัน สิ่งที่พกติดตัวไปก็เต๊นท์ โน๊ตบุ๊ก บอร์ดเกมส์ จักรยานพับ เสื้อผ้านิดหน่อย,NEU
40913164-57e31bab-b632-468c-b4fe-f0f10fdfe7a7,"ผมวางแผนและเตรียมไว้เรียบร้อยแล้วครับ
-กลับไปอยู่บ้านนอก
-ปลูกผัก เลี้ยงไก่
-เป็น ยูทูปเบอร์
-ทำโฮมสเตย์เล็ก ๆ หรือร้านกาแฟ แก้เหงา
แก้ไขข้อความเมื่อ 16 สิงหาคม 2564 เวลา 08:52 น.",NEU
40913164-92411a8a-8246-4df1-a773-0e2aaae5501d,PLAYBOY,NEU
40913164-019d86b0-de7b-4245-96d8-c615d9218f0c,"เมื่อก่อนคิดว่าเกษียณแล้วจะนอนชิลอยู่กับบ้านเฉยๆ แต่ตอนนี้คิดว่าอาจจะรับงาน consult แบบ part time แบบไม่ต้องเข้าออฟฟิศทุกวันมากกว่า คือจากการที่เจอภาวะ WFH แบบนี้ทำให้รู้ว่าเวลาที่อยู่บ้านทุกวันๆ แล้วมีเวลาว่างๆมันน่าเบื่อมากเลย
ตอนนี้เลยคิดว่าถ้าถึงตอนนั้นสังขารยังไหว ทำงานได้ก็ทำต่อ แต่จะทำรับงานแบบไม่ต้องซีเรียสมากแค่นั้นล่ะ",NEU
40946686-0,"แต่พออายุมากขึ้น ผมก็เห็นคนไม่มีบ้านโอดครวญเริ่มอยากมีบ้านกันแล้ว แต่ด้วยอายุที่มากขึ้นทำให้การผ่อนบ้านแพงขึ้น
ตรงนี้คนบ้างกลุ่มเขารู้เรื่องนี้ไหมครับ และอย่างที่คนในสมัยก่อนเขาพูดมันก็จริงๆนะครับ เพราะผมเองเป็นคนที่
พอเริ่มทำงานผมเลือกซื้อบ้านก่อน เพราะอายุผมตอนนี้ก็กำลังอยู่ในช่วงเลข 2 การผ่อนการอะไรถ้าบ้านราคาไม่แพงมาก
มันก็จะผ่อนแบบสบายๆ แต่หลายคนเลือกที่จะซื้อรถก่อนในช่วงเริ่มทำงาน แล้วพอใกล้เกษียณก็เห็นโอดครวญในการอยากมีบ้าน
มันเป็นเพราะอะไรครับ หรือเป็นเพราะไม่รู้ว่ายิ่งอายุน้อยๆ การผ่อนก็จะถูกลง มากกว่าตอนอายุเยอะๆกันหรอครับ",NEU
40946686-980274df-a2ec-49a8-9be7-70db6f8f01cd,"ส่วนตัวคิดว่า น่าจะเป็นเพราะ….
รถยนต์มันจับต้องและครอบครองได้ง่ายกว่าค่ะ
และโดยมาก อาจจะยังพักอาศัยอยู่ในบ้านของครอบครัว
อาจจะยังไม่ได้นึกถึงความเป็นจริง และความจำเป็นในระยะยาวกันเท่าไหร่",NEU
40946686-d2c68e67-ffaa-490c-9b94-c29fe656c196,"ซื้อรถไว้หาเงินซื้อบ้าน

อีกอย่าง รถอยู่กับเรา ส่วนบ้านเราต้องหาทำเลว่าเราจะใช้ชีวิตอยู่ที่ location ไหน ต้องใช้เวลาในการเลือก เพราะงานยังไม่ลงตัวในช่วงอายุยังน้อย",NEU
40946686-8b96ae8f-d554-4b07-97ad-c4ea0cbef8b8,เพิ่งเริ่มทำงาน ยังไม่รู้จะทำที่เดิมอีกนานแค่ไหน อีก 5 ปี อาจจะไปอยู่ จ.อื่นก็ได้,NEU
